Symbol,Price~,"Exp Date",DTE,Type,Strike,Moneyness,Bid,Latest,Ask,Volume,"Open Int",Vol/OI,"Imp Vol",IV,Delta,Time
CRCL,82.53,2028-12-15,921,Put,55.00,-33.36%,18.45,19.14,20,1173,472,2.49,86.82%,85.30%,-0.153842,2026-06-08
CSCO,124.15,2026-08-21,74,Put,120.00,-3.34%,7.45,7.52,8.05,1700,682,2.49,38.97%,45.42%,-0.386261,2026-06-08
NVDA,208.64,2026-06-10,2,Put,210.00,+0.65%,3.15,3.2,3.3,7847,3155,2.49,39.98%,40.57%,-0.577823,2026-06-08
FIG,21.1,2026-06-18,10,Put,18.00,-14.69%,0.16,0.13,0.21,548,221,2.48,85.10%,86.50%,-0.117444,2026-06-08
HIMS,27.17,2026-06-12,4,Call,26.50,+2.47%,1.37,1.37,1.45,1098,443,2.48,85.89%,92.35%,0.622009,2026-06-08
HOOD,85.04,2026-06-12,4,Put,82.00,-3.57%,1.51,1.6,1.58,1985,802,2.48,68.56%,80.83%,-0.31681,2026-06-08
SLS,7.98,2026-06-26,18,Call,13.00,-62.91%,0,0.2,1,616,249,2.47,169.42%,236.31%,0.253265,2026-06-08
AAPL,301.54,2026-07-10,32,Call,315.00,-4.46%,3.7,3.79,3.95,672,272,2.47,24.39%,23.92%,0.294612,2026-06-08
INTC,110.27,2026-06-12,4,Call,95.00,+13.85%,14.75,15,16.6,1083,438,2.47,83.82%,100.20%,0.9301,2026-06-08
CRCL,82.53,2026-06-12,4,Call,85.00,-2.99%,2.22,2.28,2.43,1521,615,2.47,86.82%,97.42%,0.407365,2026-06-08
CRWV,102.37,2026-06-12,4,Call,100.00,+2.32%,5.7,5.83,5.9,3180,1288,2.47,88.93%,106.40%,0.606263,2026-06-08
PSKY,10.39,2026-09-18,102,Call,12.00,-15.50%,0.81,0.82,0.84,24336,9840,2.47,55.25%,63.12%,0.399128,2026-06-08
WOLF,55.42,2026-06-12,4,Call,56.00,-1.05%,3.1,3.53,4.95,1143,464,2.46,134.41%,185.07%,0.518015,2026-06-08
GOOG,361.17,2026-06-12,4,Put,335.00,-7.25%,0.29,0.3,0.33,1663,677,2.46,31.36%,43.23%,-0.045306,2026-06-08
AAPL,301.54,2026-07-02,24,Put,300.00,-0.51%,6.35,6.37,6.65,1779,724,2.46,24.39%,24.42%,-0.444403,2026-06-08
BAC,53.63,2026-06-12,4,Put,51.50,-3.97%,0.16,0.17,0.17,2161,878,2.46,30.02%,37.87%,-0.147716,2026-06-08
CRWV,102.37,2026-06-12,4,Put,102.00,-0.36%,4.25,4.32,4.4,2210,900,2.46,88.93%,106.11%,-0.463718,2026-06-08
AAPL,301.54,2026-06-15,7,Call,315.00,-4.46%,0.77,0.81,0.85,2421,985,2.46,24.39%,28.07%,0.138302,2026-06-08
AMD,490.33,2026-06-12,4,Put,427.50,-12.81%,1.63,1.83,1.91,537,219,2.45,71.31%,95.49%,-0.077022,2026-06-08
UNH,406.57,2026-06-12,4,Put,385.00,-5.31%,0.74,0.82,0.9,664,271,2.45,34.70%,41.04%,-0.097814,2026-06-08
MU,949.28,2026-06-18,10,Call,"1,260.00",-32.73%,4.9,5.1,5.45,1271,518,2.45,101.26%,109.94%,0.072181,2026-06-08
QBTS,25.83,2026-06-12,4,Call,29.00,-12.27%,0.37,0.39,0.4,2310,943,2.45,107.99%,126.75%,0.210927,2026-06-08
NVDA,208.64,2026-06-10,2,Call,217.50,-4.25%,0.27,0.28,0.28,9606,3929,2.44,39.98%,41.73%,0.092646,2026-06-08
NOK,14.59,2026-07-10,32,Call,15.00,-2.81%,1.21,1.26,1.28,1011,414,2.44,81.14%,81.82%,0.506401,2026-06-08
SNDK,1642,2026-06-12,4,Call,"1,800.00",-9.62%,25.2,26,28,1067,438,2.44,103.89%,114.90%,0.241815,2026-06-08
TSCO,30.14,2026-06-12,4,Call,31.00,-2.85%,0.25,0.3,0.45,1172,480,2.44,44.15%,54.59%,0.321629,2026-06-08
LQDA,63.9,2026-06-18,10,Put,45.00,-29.58%,0.45,0.5,0.6,2032,834,2.44,103.70%,154.26%,-0.066209,2026-06-08
PLTR,136.47,2026-06-12,4,Put,133.00,-2.54%,1.67,1.66,1.71,2821,1154,2.44,49.41%,55.83%,-0.317095,2026-06-08
BABA,120.07,2026-08-21,74,Call,145.00,-20.76%,2.45,2.56,2.6,3301,1351,2.44,39.70%,44.91%,0.203194,2026-06-08
LOW,207.97,2026-06-18,10,Put,250.00,+20.21%,39.9,40.55,42.4,520,214,2.43,32.22%,0.00%,0,2026-06-08
GOOG,361.17,2026-06-18,10,Call,387.50,-7.29%,1.09,1.15,1.28,618,254,2.43,31.36%,34.72%,0.119063,2026-06-08
LEGN,31.52,2026-09-18,102,Call,37.50,-18.97%,2.55,2.5,2.6,747,308,2.43,68.49%,67.80%,0.390957,2026-06-08
MU,949.28,2026-06-12,4,Call,"1,150.00",-21.14%,2.89,2.98,3.05,3656,1506,2.43,101.26%,114.84%,0.062738,2026-06-08
NFLX,82.64,2026-07-24,46,Call,90.00,-8.91%,2.24,2.29,2.37,568,235,2.42,40.80%,41.32%,0.316892,2026-06-08
GOOGL,363.31,2026-06-10,2,Call,382.50,-5.28%,0.15,0.18,0.19,693,286,2.42,32.10%,39.30%,0.040208,2026-06-08
META,585.39,2026-06-10,2,Call,607.50,-3.78%,1,1.01,1.09,525,218,2.41,34.56%,41.73%,0.119164,2026-06-08
OSCR,27.39,2026-06-12,4,Call,25.50,+6.90%,2.06,2.05,3.05,539,224,2.41,83.67%,127.42%,0.727671,2026-06-08
ARM,346.39,2026-06-12,4,Call,440.00,-27.02%,0.7,0.91,1.1,583,242,2.41,94.90%,131.46%,0.047812,2026-06-08
BB,9.29,2026-07-10,32,Call,13.00,-39.94%,0.3,0.43,0.43,597,248,2.41,101.62%,120.31%,0.2248,2026-06-08
MU,949.28,2026-06-12,4,Call,990.00,-4.29%,27.45,27.95,28.8,1282,533,2.41,101.26%,112.40%,0.384053,2026-06-08
MSFT,411.74,2026-08-21,74,Call,505.00,-22.65%,4.55,4.68,4.8,1528,634,2.41,30.70%,37.89%,0.14034,2026-06-08
IREN,59.19,2026-06-12,4,Call,67.00,-13.19%,0.66,0.65,0.69,2181,906,2.41,108.93%,119.74%,0.178002,2026-06-08
AMD,490.33,2026-06-12,4,Call,565.00,-15.23%,1.31,1.58,1.62,676,282,2.4,71.31%,90.19%,0.073532,2026-06-08
AVGO,396.6,2026-06-10,2,Call,425.00,-7.16%,0.35,0.42,0.44,525,220,2.39,46.91%,57.76%,0.055643,2026-06-08
CVNA,69.45,2026-06-12,4,Put,63.00,-9.29%,0.34,0.4,0.42,562,235,2.39,69.99%,83.39%,-0.122127,2026-06-08
GOOG,361.17,2026-07-02,24,Call,420.00,-16.29%,0.52,0.76,0.97,627,262,2.39,31.36%,35.35%,0.055373,2026-06-08
OSCR,27.39,2026-07-17,39,Call,28.00,-2.23%,2.57,2.75,2.85,716,299,2.39,83.67%,82.18%,0.526742,2026-06-08
CRCL,82.53,2026-08-21,74,Call,200.00,-142.34%,0.7,0.75,0.8,1092,457,2.39,86.82%,105.41%,0.053519,2026-06-08
SCHW,88.08,2026-06-12,4,Call,89.00,-1.04%,1.02,1.06,1.17,2625,1099,2.39,31.76%,40.63%,0.413862,2026-06-08
VZLA,3.44,2027-01-15,221,Call,7.50,-118.02%,0.25,0.27,0.3,8615,3602,2.39,91.94%,94.05%,0.252104,2026-06-08
HOOD,85.04,2026-06-12,4,Call,86.00,-1.13%,2.36,2.36,2.44,9917,4142,2.39,68.56%,79.53%,0.464759,2026-06-08
SPCE,4.12,2026-06-12,4,Call,4.50,-9.22%,0.32,0.33,0.37,10708,4499,2.38,169.67%,285.78%,0.442734,2026-06-08
PDD,82.62,2028-01-21,592,Call,55.00,+33.43%,34.95,36,37.4,503,211,2.38,37.07%,49.17%,0.856119,2026-06-08
ABEO,5.38,2026-12-18,193,Call,5.00,+7.06%,1.05,1.66,4.8,578,243,2.38,84.73%,194.92%,0.780677,2026-06-08
MRVL,288.85,2026-06-12,4,Call,317.50,-9.92%,5.95,6.2,6.4,676,284,2.38,106.04%,132.17%,0.270392,2026-06-08
IBM,280.82,2026-06-12,4,Put,260.00,-7.41%,0.5,0.61,0.72,692,291,2.38,44.87%,54.12%,-0.082207,2026-06-08
PYPL,41.26,2026-06-26,18,Call,45.00,-9.06%,0.23,0.26,0.27,695,292,2.38,35.35%,36.01%,0.151175,2026-06-08
IONQ,62.8,2026-06-12,4,Call,72.00,-14.65%,0.61,0.73,0.7,753,316,2.38,104.31%,123.72%,0.161623,2026-06-08
LCID,5.09,2026-06-12,4,Call,5.00,+1.77%,0.24,0.27,0.26,1046,440,2.38,95.31%,93.86%,0.596678,2026-06-08
GSK,50.64,2026-06-12,4,Put,50.00,-1.26%,0.3,0.4,0.45,1174,493,2.38,27.67%,30.72%,-0.340064,2026-06-08
CSCO,124.15,2026-06-18,10,Call,116.00,+6.56%,8.65,9.35,9.95,3504,1472,2.38,38.97%,49.03%,0.811658,2026-06-08
ABAT,3.8,2026-07-17,39,Call,3.00,+21.05%,0.8,1.05,1.1,667,282,2.37,127.50%,97.28%,0.819903,2026-06-08
NOW,114.19,2026-06-12,4,Call,117.00,-2.46%,2.4,2.45,2.55,1177,496,2.37,63.28%,76.55%,0.398054,2026-06-08
RKLB,113.65,2026-06-12,4,Call,115.00,-1.19%,5.25,5.29,5.4,1580,666,2.37,103.79%,124.83%,0.491225,2026-06-08
NKE,43.23,2026-06-12,4,Put,44.00,+1.78%,1.09,1.05,1.17,1859,783,2.37,50.84%,37.15%,-0.667955,2026-06-08
TSM,426.8,2026-06-12,4,Call,462.50,-8.36%,1.1,1.2,1.25,1947,823,2.37,49.48%,57.91%,0.098584,2026-06-08
SOUN,7.49,2026-06-26,18,Call,7.50,-0.13%,0.48,0.52,0.54,615,261,2.36,78.80%,76.71%,0.535003,2026-06-08
AMD,490.33,2026-06-12,4,Put,485.00,-1.09%,14.7,15,15.15,2069,878,2.36,71.31%,86.16%,-0.432522,2026-06-08
INTC,110.27,2026-06-26,18,Call,122.00,-10.64%,4.3,4.54,4.7,549,234,2.35,83.82%,89.08%,0.34292,2026-06-08
GOOGL,363.31,2026-06-12,4,Put,342.50,-5.73%,0.5,0.57,0.66,673,286,2.35,32.10%,41.05%,-0.080446,2026-06-08
MU,949.28,2026-06-12,4,Call,985.00,-3.76%,29.1,29.18,31,787,335,2.35,101.26%,112.89%,0.401205,2026-06-08
CRCL,82.53,2028-12-15,921,Put,75.00,-9.12%,31.1,31.26,32.05,1199,511,2.35,86.82%,84.92%,-0.219028,2026-06-08
AAPL,301.54,2026-06-12,4,Put,292.50,-3.00%,1.24,1.27,1.32,2340,996,2.35,24.39%,35.70%,-0.199942,2026-06-08
TSLA,408.95,2026-06-10,2,Put,415.00,+1.48%,9.45,9.7,9.9,2503,1063,2.35,47.51%,51.26%,-0.642219,2026-06-08
AMD,490.33,2026-06-12,4,Call,505.00,-2.99%,11.4,11.65,11.75,3647,1553,2.35,71.31%,86.11%,0.390665,2026-06-08
NVDA,208.64,2026-06-17,9,Call,212.50,-1.85%,3.6,3.34,3.7,541,231,2.34,39.98%,40.08%,0.402962,2026-06-08
VICI,27.4,2027-06-17,374,Put,27.50,+0.36%,0.9,2.9,4,541,231,2.34,21.39%,19.48%,-0.487146,2026-06-08
USAR,22.21,2026-06-12,4,Call,23.50,-5.81%,0.53,0.62,0.59,590,252,2.34,106.23%,113.47%,0.339939,2026-06-08
RCAT,12.46,2026-06-18,10,Put,13.50,+8.35%,1.45,1.62,1.6,510,219,2.33,105.87%,107.67%,-0.639522,2026-06-08
MRVL,288.85,2026-06-12,4,Put,315.00,+9.05%,31.9,30.13,33.35,515,221,2.33,106.04%,130.42%,-0.71392,2026-06-08
AAOI,196.64,2026-06-12,4,Put,90.00,-54.23%,0.1,0.1,0.15,678,291,2.33,147.86%,313.79%,-0.005476,2026-06-08
CPB,21.49,2026-06-12,4,Put,21.00,-2.28%,0.2,0.3,0.3,714,306,2.33,41.92%,50.82%,-0.324923,2026-06-08
MSFT,411.74,2026-06-15,7,Put,410.00,-0.42%,5.7,5.9,6.2,791,339,2.33,30.70%,30.29%,-0.44738,2026-06-08
SG,7.51,2026-06-12,4,Call,8.00,-6.52%,0.1,0.15,0.2,1193,513,2.33,89.83%,104.87%,0.302476,2026-06-08
CATO,3.23,2026-07-17,39,Call,5.00,-54.80%,0.05,0.11,0.15,13156,5638,2.33,119.02%,121.83%,0.171721,2026-06-08
NOW,114.19,2026-06-12,4,Call,120.00,-5.09%,1.5,1.55,1.6,3742,1613,2.32,63.28%,76.68%,0.283245,2026-06-08
NVTS,24.48,2026-09-18,102,Call,30.00,-22.55%,5,5.14,5.2,4329,1869,2.32,133.30%,132.93%,0.530516,2026-06-08
CVS,97.08,2026-06-12,4,Call,97.00,+0.08%,1.35,1.38,1.48,971,419,2.32,30.68%,33.81%,0.51734,2026-06-08
NNE,25.85,2026-06-12,4,Call,31.00,-19.92%,0.1,0.2,0.2,1369,590,2.32,105.67%,127.16%,0.097607,2026-06-08
AAPL,301.54,2026-06-15,7,Put,300.00,-0.51%,3.65,3.8,3.95,1439,620,2.32,24.39%,27.71%,-0.434137,2026-06-08
WMT,119.83,2026-06-12,4,Call,122.00,-1.81%,0.66,0.68,0.71,3329,1439,2.31,26.25%,30.09%,0.293086,2026-06-08
AMAT,492.17,2026-06-12,4,Call,500.00,-1.59%,10.6,11.5,13.1,668,291,2.3,65.05%,74.25%,0.436529,2026-06-08
ASST,15.21,2026-06-18,10,Call,16.00,-5.19%,0.6,0.67,0.8,1302,566,2.3,104.54%,101.28%,0.415912,2026-06-08
INTC,110.27,2026-06-18,10,Call,107.00,+2.97%,8.15,7.94,8.4,718,313,2.29,83.82%,90.12%,0.611049,2026-06-08
BMNR,16.85,2026-06-18,10,Call,17.50,-3.86%,0.59,0.66,0.68,842,367,2.29,80.72%,80.99%,0.417422,2026-06-08
BB,9.29,2026-06-12,4,Put,8.50,-8.50%,0.12,0.14,0.15,1243,543,2.29,101.62%,112.40%,-0.20689,2026-06-08
SOUN,7.49,2026-07-17,39,Call,12.00,-60.21%,0.12,0.12,0.13,33494,14684,2.28,78.80%,104.33%,0.11508,2026-06-08
DKNG,24.78,2026-06-12,4,Put,24.00,-3.15%,0.29,0.3,0.35,605,265,2.28,54.57%,62.70%,-0.29963,2026-06-08
MRNA,47.6,2026-06-18,10,Call,48.50,-1.89%,1.72,1.67,2.08,694,305,2.28,75.42%,72.60%,0.465121,2026-06-08
AMD,490.33,2026-06-12,4,Call,485.00,+1.09%,20.2,20.54,20.75,2633,1157,2.28,71.31%,86.35%,0.567703,2026-06-08
MU,949.28,2026-06-12,4,Put,960.00,+1.13%,49.55,50.6,50.9,2044,899,2.27,101.26%,112.56%,-0.51347,2026-06-08
VRT,300.57,2026-07-17,39,Put,210.00,-30.13%,1.22,1.55,2.09,4114,1820,2.26,68.00%,72.80%,-0.050407,2026-06-08
UEC,12.61,2026-06-12,4,Call,13.50,-7.06%,0.25,0.28,0.29,1115,494,2.26,89.62%,112.66%,0.302926,2026-06-08
FRVO,33.96,2026-12-18,193,Call,60.00,-76.68%,3.6,3.8,4.1,1560,690,2.26,120.73%,97.61%,0.337679,2026-06-08
GME,22.26,2026-10-16,130,Put,21.00,-5.66%,1.53,1.72,1.83,2004,888,2.26,40.65%,42.65%,-0.367535,2026-06-08
CRDO,222.27,2026-06-12,4,Call,225.00,-1.23%,8.9,10.2,10.9,593,264,2.25,107.06%,119.71%,0.487398,2026-06-08
MU,949.28,2026-08-21,74,Put,780.00,-17.83%,76.35,78.4,78.5,708,315,2.25,101.26%,97.09%,-0.247587,2026-06-08
F,15,2026-06-26,18,Call,12.00,+20.00%,2.95,3.16,3.2,807,358,2.25,41.81%,72.17%,0.92892,2026-06-08
CRDO,222.27,2026-06-12,4,Call,260.00,-16.97%,1.8,2.1,2.2,1061,472,2.25,107.06%,129.38%,0.138511,2026-06-08
RGTI,21.76,2026-06-12,4,Call,21.00,+3.49%,1.49,1.58,1.63,1082,481,2.25,109.71%,126.85%,0.632653,2026-06-08
TTWO,212.55,2026-07-17,39,Call,240.00,-12.91%,3.1,3.35,3.6,2594,1155,2.25,39.82%,41.93%,0.215152,2026-06-08
GOOG,361.17,2026-06-12,4,Call,360.00,+0.32%,5.9,6.15,6.45,2956,1314,2.25,31.36%,36.52%,0.545262,2026-06-08
BBAI,4.31,2026-07-02,24,Call,4.50,-4.41%,0.29,0.32,0.33,569,254,2.24,90.09%,87.55%,0.472372,2026-06-08
CSCO,124.15,2026-06-12,4,Call,127.00,-2.30%,0.99,1.28,1.35,593,265,2.24,38.97%,44.08%,0.321481,2026-06-08
MU,949.28,2026-06-12,4,Call,"1,110.00",-16.93%,5.25,5.4,5.65,639,285,2.24,101.26%,113.81%,0.105646,2026-06-08
AMD,490.33,2026-06-18,10,Put,422.50,-13.83%,3.75,3.75,4.3,747,333,2.24,71.31%,80.92%,-0.117919,2026-06-08
INTC,110.27,2026-11-20,165,Call,180.00,-63.24%,9.6,10.02,10,853,380,2.24,83.82%,88.72%,0.308286,2026-06-08
COIN,162.11,2026-06-12,4,Put,162.50,+0.24%,5.5,5.6,5.7,1029,459,2.24,71.11%,80.18%,-0.493156,2026-06-08
TSM,426.8,2026-06-12,4,Put,330.00,-22.68%,0.14,0.19,0.27,1280,572,2.24,49.48%,111.11%,-0.011545,2026-06-08
FISV,52.72,2026-06-18,10,Put,52.00,-1.37%,1,1.25,1.3,686,308,2.23,43.99%,43.47%,-0.405759,2026-06-08
AVGO,396.6,2026-06-10,2,Call,410.00,-3.38%,1.63,2,2,1097,492,2.23,46.91%,53.63%,0.208067,2026-06-08
SMCI,43.99,2026-06-12,4,Put,42.50,-3.39%,1.08,1.15,1.18,1319,592,2.23,84.37%,98.77%,-0.348889,2026-06-08
QBTS,25.83,2026-06-12,4,Call,28.00,-8.40%,0.54,0.56,0.59,2044,917,2.23,107.99%,123.39%,0.288785,2026-06-08
TEM,48.59,2026-06-12,4,Call,50.00,-2.90%,1.17,1.17,1.2,2255,1009,2.23,74.59%,87.25%,0.396195,2026-06-08
TSLA,408.95,2026-06-12,4,Put,390.00,-4.63%,2.9,2.97,2.97,6587,2956,2.23,47.51%,57.64%,-0.205418,2026-06-08
AAPL,301.54,2026-06-15,7,Put,295.00,-2.17%,2.01,2.12,2.18,849,383,2.22,24.39%,28.58%,-0.278381,2026-06-08
MSFT,411.74,2026-07-24,46,Call,440.00,-6.86%,8.6,8.67,8.7,999,451,2.22,30.70%,31.77%,0.308038,2026-06-08
STLA,7.08,2027-01-15,221,Call,9.00,-27.12%,0.5,0.55,0.6,1001,451,2.22,49.99%,50.06%,0.358501,2026-06-08
CAT,915.64,2026-06-18,10,Put,460.00,-49.76%,0.02,0.18,0.5,1100,495,2.22,41.95%,160.77%,-0.003242,2026-06-08
MU,949.28,2026-06-12,4,Call,"1,030.00",-8.50%,16.55,16.75,17.25,2045,922,2.22,101.26%,112.46%,0.263985,2026-06-08
CRCL,82.53,2027-06-17,374,Call,110.00,-33.28%,21,22.4,22.9,2304,1037,2.22,86.82%,88.06%,0.566568,2026-06-08
RGTI,21.76,2026-06-12,4,Call,22.00,-1.10%,0.99,1.01,1.05,2409,1087,2.22,109.71%,123.71%,0.493971,2026-06-08
GEO,26.68,2026-07-17,39,Call,27.00,-1.20%,1.5,1.6,1.75,699,316,2.21,49.49%,51.07%,0.503337,2026-06-08
BA,215.92,2026-06-12,4,Call,222.50,-3.05%,1.12,1.15,1.22,1154,523,2.21,33.52%,38.53%,0.23431,2026-06-08
RDW,18.57,2026-06-12,4,Call,21.00,-13.09%,0.55,0.57,0.6,2180,988,2.21,139.32%,179.83%,0.288735,2026-06-08
TSLA,408.95,2026-06-26,18,Call,415.00,-1.48%,14.8,15.07,15.1,3055,1383,2.21,47.51%,47.95%,0.472938,2026-06-08
GM,83.77,2026-06-12,4,Put,78.00,-6.89%,0.11,0.14,0.21,655,298,2.2,38.73%,49.54%,-0.079621,2026-06-08
QSR,71.5,2026-07-17,39,Call,72.50,-1.40%,1.6,1.85,1.95,698,317,2.2,25.51%,23.88%,0.444059,2026-06-08
AMD,490.33,2026-06-12,4,Put,417.50,-14.85%,1.12,1.13,1.3,1030,468,2.2,71.31%,99.00%,-0.054044,2026-06-08
HIMS,27.17,2026-06-12,4,Call,29.50,-8.58%,0.31,0.31,0.33,1445,657,2.2,85.89%,94.47%,0.218108,2026-06-08
AMD,490.33,2026-06-12,4,Put,412.50,-15.87%,0.78,0.88,0.97,1803,821,2.2,71.31%,98.17%,-0.041204,2026-06-08
GLW,187.54,2026-06-12,4,Put,160.00,-14.68%,0.49,0.54,0.62,2229,1013,2.2,80.31%,102.05%,-0.061419,2026-06-08
TSLA,408.95,2026-06-12,4,Call,422.50,-3.31%,4.5,4.56,4.6,2859,1302,2.2,47.51%,56.62%,0.303726,2026-06-08
COIN,162.11,2026-06-18,10,Put,340.00,+109.73%,176.35,177.25,180.2,631,288,2.19,71.11%,214.61%,-0.973754,2026-06-08
CRDO,222.27,2026-06-12,4,Call,230.00,-3.48%,7.6,8.19,8.7,720,329,2.19,107.06%,122.64%,0.421116,2026-06-08
NOW,114.19,2026-06-12,4,Call,121.00,-5.96%,1.3,1.42,1.45,800,366,2.19,63.28%,78.39%,0.254606,2026-06-08
INTC,110.27,2026-06-12,4,Call,107.00,+2.97%,6.25,6.34,6.45,1532,700,2.19,83.82%,99.37%,0.634846,2026-06-08
BMNR,16.85,2026-07-17,39,Put,22.00,+30.56%,5.3,5.42,5.65,1647,752,2.19,80.72%,78.35%,-0.820301,2026-06-08
MSFT,411.74,2026-08-21,74,Call,455.00,-10.51%,12.25,12.5,12.5,1699,775,2.19,30.70%,36.38%,0.310457,2026-06-08
SNDK,1642,2026-06-12,4,Put,"1,300.00",-20.83%,5.7,6.19,6.5,2036,930,2.19,103.89%,146.05%,-0.054085,2026-06-08
INTC,110.27,2026-06-12,4,Call,118.00,-7.01%,1.9,1.94,1.95,4667,2134,2.19,83.82%,101.36%,0.28017,2026-06-08
INTC,110.27,2026-06-12,4,Put,100.00,-9.31%,1.07,1.11,1.1,19818,9043,2.19,83.82%,101.92%,-0.165362,2026-06-08
T,22.5,2026-06-12,4,Call,23.00,-2.22%,0.11,0.12,0.13,4182,1920,2.18,28.87%,32.46%,0.263164,2026-06-08
DVN,45.08,2026-08-21,74,Call,50.00,-10.91%,1.63,1.66,1.68,10129,4642,2.18,40.10%,41.67%,0.32824,2026-06-08
HIMX,20.33,2026-07-17,39,Put,19.00,-6.54%,1.5,2.1,2.75,634,291,2.18,103.18%,106.75%,-0.357263,2026-06-08
AMD,490.33,2026-06-12,4,Call,542.50,-10.64%,3,3.26,3.6,654,300,2.18,71.31%,87.99%,0.147448,2026-06-08
PRME,2.96,2026-07-17,39,Call,4.00,-35.14%,0.1,0.1,0.15,2010,920,2.18,106.80%,105.04%,0.243897,2026-06-08
UNH,406.57,2026-06-12,4,Call,400.00,+1.62%,9.95,9.87,10.7,2761,1264,2.18,34.70%,38.46%,0.665825,2026-06-08
HOOD,85.04,2026-06-18,10,Call,88.00,-3.48%,2.8,2.83,2.95,2977,1368,2.18,68.56%,72.80%,0.414698,2026-06-08
C,133.28,2026-06-12,4,Call,137.00,-2.79%,0.87,0.92,0.99,944,436,2.17,35.79%,41.20%,0.270179,2026-06-08
META,585.39,2026-06-10,2,Call,630.00,-7.62%,0.22,0.25,0.26,1261,580,2.17,34.56%,51.43%,0.028372,2026-06-08
DELL,400.77,2026-06-12,4,Call,400.00,+0.19%,13.9,13.85,15.55,2034,936,2.17,74.92%,85.39%,0.527824,2026-06-08
MU,949.28,2026-06-26,18,Call,950.00,-0.08%,91.85,93,94.15,2148,988,2.17,101.26%,110.36%,0.55036,2026-06-08
PLTR,136.47,2026-06-12,4,Call,135.00,+1.08%,3.9,4,4.05,2464,1137,2.17,49.41%,55.67%,0.587772,2026-06-08
CRWV,102.37,2026-06-12,4,Call,110.00,-7.45%,1.66,1.73,1.78,5705,2632,2.17,88.93%,102.50%,0.270031,2026-06-08
META,585.39,2026-06-10,2,Put,555.00,-5.19%,0.6,0.69,0.69,521,241,2.16,34.56%,49.05%,-0.067967,2026-06-08
CRCL,82.53,2028-12-15,921,Put,100.00,+21.17%,47.8,49.29,50,1177,544,2.16,86.82%,84.49%,-0.296326,2026-06-08
ORBS,0.8727,2027-01-15,221,Call,0.5000,+42.71%,0.5,0.58,0.65,1203,558,2.16,208.91%,185.02%,0.869217,2026-06-08
MU,949.28,2026-06-12,4,Put,927.50,-2.29%,33.6,35.75,34.95,1360,629,2.16,101.26%,113.53%,-0.398386,2026-06-08
NOW,114.19,2027-06-17,374,Put,115.00,+0.71%,25.8,26.9,27.3,1512,700,2.16,63.28%,62.38%,-0.366443,2026-06-08
MU,949.28,2026-06-12,4,Call,"1,020.00",-7.45%,18.55,18.96,19.6,2698,1250,2.16,101.26%,111.81%,0.290442,2026-06-08
GM,83.77,2026-06-12,4,Call,84.00,-0.27%,1.36,1.36,1.49,513,239,2.15,38.73%,43.55%,0.487712,2026-06-08
MRVL,288.85,2026-06-12,4,Put,282.50,-2.20%,11.6,12,12.4,531,247,2.15,106.04%,125.88%,-0.406298,2026-06-08
TSLA,408.95,2026-06-15,7,Call,412.50,-0.87%,9.7,10.05,10.05,654,304,2.15,47.51%,50.41%,0.468537,2026-06-08
AMZN,245.22,2026-06-18,10,Call,247.50,-0.93%,4.45,4.45,4.65,1098,510,2.15,32.29%,33.88%,0.452518,2026-06-08
RCAT,12.46,2026-06-12,4,Call,13.50,-8.35%,0.24,0.26,0.29,1529,710,2.15,105.87%,121.32%,0.286145,2026-06-08
UBER,70.06,2026-06-26,18,Call,76.00,-8.48%,0.55,0.57,0.59,845,394,2.14,36.20%,38.00%,0.18374,2026-06-08
CHWY,20.15,2026-06-12,4,Put,20.50,+1.74%,1.28,1.38,1.41,2099,981,2.14,72.10%,137.46%,-0.518166,2026-06-08
AMD,490.33,2026-06-12,4,Put,430.00,-12.30%,1.85,1.98,2.04,2455,1146,2.14,71.31%,94.63%,-0.084012,2026-06-08
NOW,114.19,2026-06-12,4,Call,116.00,-1.59%,2.75,3.13,3,505,237,2.13,63.28%,76.81%,0.440198,2026-06-08
COIN,162.11,2026-06-18,10,Put,290.00,+78.89%,124.3,127.45,130.2,680,319,2.13,71.11%,0.00%,0,2026-06-08
MRVL,288.85,2026-06-12,4,Put,235.00,-18.64%,1.1,1.2,1.26,764,359,2.13,106.04%,135.19%,-0.062857,2026-06-08
MRVL,288.85,2026-06-12,4,Put,245.00,-15.18%,1.93,2.07,2.07,1437,674,2.13,106.04%,130.44%,-0.10085,2026-06-08
ONDS,10.3,2026-06-12,4,Call,11.00,-6.80%,0.2,0.2,0.22,8373,3929,2.13,99.09%,107.97%,0.300919,2026-06-08
IONQ,62.8,2026-06-12,4,Call,71.00,-13.06%,0.75,0.87,0.83,571,269,2.12,104.31%,123.23%,0.188376,2026-06-08
NVDA,208.64,2026-07-24,46,Call,250.00,-19.82%,1.86,1.95,2,770,364,2.12,39.98%,41.72%,0.132257,2026-06-08
QCOM,217.77,2026-06-12,4,Call,240.00,-10.21%,1.87,2.05,2.05,1217,575,2.12,81.06%,94.60%,0.176193,2026-06-08
XPEV,15.83,2026-06-12,4,Call,16.50,-4.23%,0.14,0.14,0.17,550,261,2.11,52.54%,59.69%,0.265692,2026-06-08
SMCI,43.99,2026-06-12,4,Put,38.50,-12.48%,0.17,0.26,0.3,563,267,2.11,84.37%,103.74%,-0.099351,2026-06-08
